Company,Last day Open,Begin day Close,Last day Close,Average Price,Average Performance,Volume,Average Volume,Quarter High,Quarter Low,Performance 2023Q1,Performance 2023Q2,Relative 2023Q2,zip,sector,fullTimeEmployees,city,phone,state,country,industry,profitMargins,revenueGrowth,recommendationKey,totalCashPerShare,exchange
SENEB,54.0,60.52999877929688,54.0,59.03677503524288,-0.15507693035625678,0,93.54838709677419,64.87000274658203,51.29999923706055,-16.402366655490543,-25.113745262662324,-33.53639031168805,14450,Consumer Defensive,2800.0,Fairport,585 495 4100,NY,United States,Packaged Foods,0.02792,0.044,none,1.385,NMS
SENEL,27.5,27.5,27.5,27.5,0.0,0,0.0,27.5,27.5,0.0,0.0,-8.422645049025729,,,,,,,,,,,,,PNK
SENEM,50.0099983215332,64.98999786376953,50.0099983215332,57.91693515162314,-0.41999427156573726,0,12.903225806451612,64.98999786376953,50.0099983215332,-18.231514734647384,-23.60233868789181,-32.02498373691754,,,,,,,,,,,,,PNK
SFIX,4.849999904632568,2.970000028610229,5.110000133514404,4.683951620132692,0.9772468281579451,2385100,2839516.129032258,6.03000020980835,2.9200000762939453,18.417993507071174,-14.707067316652308,-23.12971236567804,94104,Consumer Cyclical,4570.0,San Francisco,415 882 7765,CA,United States,Apparel Retail,-0.09633,-0.124,hold,1.983,NMS
SGLY,6.800000190734863,4.0,6.800000190734863,6.287096738815308,1.2014162631043002,1150,7274.032258064516,9.399999618530272,3.5999999046325684,7.762069771600469,-22.785216445256697,-31.207861494282422,11021,Industrials,15.0,Great Neck,718 888 1814,NY,United States,Integrated Freight & Logistics,-1.6286399,-0.219,none,4.179,NCM
SGU,13.100000381469728,11.850000381469728,12.970000267028809,12.37306450259301,0.1799837803299559,64300,84846.7741935484,13.329999923706056,10.979999542236328,1.847804445759882,15.727510829911424,7.304865780885697,06902,Energy,3052.0,Stamford,203 328 7310,CT,United States,Oil & Gas Refining & Marketing,0.02796,0.105,none,1.318,NYQ
SHGI,0.0509999990463256,0.0799999982118606,0.0509999990463256,0.058629031773776735,1.4198098380036002,0,2875.8064516129034,0.135000005364418,0.0149999996647238,3.0595795641716355,-41.96995972279198,-50.3926047718177,02910,Industrials,2.0,Cranston,774 250 2456,RI,United States,Building Products & Equipment,,,none,,PNK
SHMP,0.0469999983906745,0.0829999968409538,0.050000000745058,0.06877419358539962,-0.741256490834422,971100,1893643.5483870967,0.096000000834465,0.0469999983906745,-36.65555761399768,-31.024617563728413,-39.44726261275415,75240,Consumer Defensive,19.0,Dallas,888 791 9474,TX,United States,Farm Products,,-0.822,hold,,PNK
SHMY,3.5899999141693115,3.5899999141693115,3.5899999141693115,3.5899999141693115,0.0,0,3.225806451612903,3.5899999141693115,3.5899999141693115,0.0,0.0,-8.422645049025729,62250,Consumer Cyclical,,Putrajaya,60 3 8890 2968,,Malaysia,Restaurants,157.6508,,none,,OEM
SHRG,23.799999237060547,21.0,23.799999237060547,23.709677573173277,2.267927208289125,0,15.758064516129032,35.0,16.799999237060547,14.215615027442466,-61.75015856964633,-70.17280361867206,75024,Consumer Defensive,32.0,Plano,(469) 304-9400,TX,United States,Packaged Foods,-0.51418,-0.228,none,2.159,PNK
SISI,6.320000171661377,22.200000762939453,6.199999809265137,9.651451595367924,-1.913860259416235,2060,7940.1612903225805,23.700000762939453,5.5,-49.879093346899175,-54.77613065239528,-63.19877570142101,100022,Consumer Defensive,119.0,Beijing,86 10 6813 0220,,China,Farm Products,-2.29028,13.101,none,0.012,NCM
SJM,150.5371878750516,150.15756225585938,149.6527862548828,144.0282922560169,0.0026234140886812678,994800,960962.9032258064,154.01091616155662,136.1586392688823,-0.4795472080725159,-0.1579650690934081,-8.580610118119136,44667-0280,Consumer Defensive,9000.0,Orrville,330 682 3000,OH,United States,Packaged Foods,0.08771,0.177,hold,0.371,NYQ
SKKY,0.3300000131130218,0.1780000030994415,0.3300000131130218,0.25883871004466086,1.2211072467313484,0,7380.645161290323,0.3799999952316284,0.1550000011920929,71.70462149531755,7.318477449378526,-1.1041675996472025,L5N 2X7,Technology,12.0,Mississauga,905 702 7851,ON,Canada,Software—Infrastructure,0.01748,0.058,none,0.021,OQB
SKY,74.58999633789062,53.130001068115234,75.2300033569336,64.48532276768839,0.597996326858757,1017200,450240.32258064515,75.7300033569336,51.369998931884766,21.43653690709389,-1.3280043794114658,-9.750649428437194,48084,Consumer Cyclical,9000.0,Troy,248 614 8211,MI,United States,Residential Construction,0.06421,0.329,hold,9.934,NYQ
SLDC,0.0087999999523162,0.0149999996647238,0.0031999999191612,0.01436612876357444,0.6369047836884463,1606142,373831.27419354836,0.0199999995529651,0.0020999999251216,-28.436080504934207,-77.84182535405972,-86.26447040308545,32174,Communication Services,,Ormond Beach,305 747 7647,FL,United States,Telecom Services,2.92211,-0.097,none,0.001,PNK
SLP,43.650001525878906,37.22999954223633,43.93999862670898,40.071613004130704,0.2876970833460074,198300,119195.16129032258,44.7599983215332,32.58000183105469,6.663402341363324,15.127720274820314,6.705075225794586,93534-7059,Healthcare,243.0,Lancaster,661 723 7723,CA,United States,Health Information Services,0.14217,0.194,buy,1.009,NMS
SLQT,2.109999895095825,0.6460000276565552,2.1700000762939453,1.6134516096884204,2.5521502921462007,1466000,2766988.709677419,2.940000057220459,0.6200000047683716,178.85862512921236,9.268389751701363,0.8457447026756348,66211,Financial Services,4292.0,Overland Park,913 599 9225,KS,United States,Insurance Brokers,-0.03447,0.256,buy,0.068,NYQ
SMBC,37.18999862670898,45.4900016784668,37.40999984741211,44.998870849609375,-0.3174851996220936,58600,43762.903225806454,50.52999877929688,36.959999084472656,-12.937884065837874,-10.227308158082716,-18.64995320710845,63901,Financial Services,693.0,Poplar Bluff,573 778 1800,MO,United States,Banks—Regional,0.30538,0.033,buy,6.703,NGM
SMCI,10.355999946594238,8.38599967956543,10.654999732971191,9.021999935950003,0.4370119413287874,12560000,15442258.064516129,11.836000442504885,6.901999950408936,29.66374049163748,161.5575376552669,153.13489260624118,95131,Technology,,San Jose,408 503 8000,CA,United States,Computer Hardware,0.08085,1.43,hold,2.845,NMS
SMG,63.45662294669618,46.40743637084961,65.30123901367188,67.05421533892232,0.5736777018799679,680400,777224.1935483871,82.30909874524123,44.85618866898863,23.085726578753285,-12.67220308109075,-21.09484813011648,43041,Basic Materials,,Marysville,937 644 0011,OH,United States,Agricultural Inputs,-0.00982,0.107,buy,1.258,NYQ
SMME,0.001300000003539,0.001300000003539,0.001300000003539,0.001653870982643653,0.3605172600110863,19712500,7480819.983870967,0.003000000026077,0.0010000000474974,-43.46788315092826,-41.75384739904494,-50.17649244807068,89109,Technology,1.0,Las Vegas,702 990 3687,NV,United States,Software—Infrastructure,,,none,,PNK
SMPL,39.16999816894531,37.470001220703125,39.77000045776367,36.94870961096979,0.07275932839516797,756300,601396.7741935484,40.025001525878906,33.005001068115234,4.453731050798631,-2.7692242676665257,-11.191869316692255,80202,Consumer Defensive,316.0,Denver,303 633 2840,CO,United States,Packaged Foods,0.10464,0.172,buy,1.322,NCM
SNEX,67.51333618164062,63.59999847412109,69.0199966430664,64.22118285394484,0.13377375090561847,409950,188886.29032258064,70.9000015258789,55.25333404541016,7.9679356719815155,-10.52002926831817,-18.9426743173439,10169,Financial Services,4400.0,New York,212 485 3500,NY,United States,Capital Markets,0.00279,0.805,none,509.168,NMS
SNOA,20.399999618530277,25.399999618530277,19.600000381469727,25.777419274853123,-0.029290500782088755,8335,100930.0,53.59999847412109,18.0,-22.776461175528755,-13.454265442685884,-21.87691049171161,80301,Healthcare,10.0,Boulder,800 759 9305,CO,United States,Drug Manufacturers—Specialty & Generic,-0.35908002,-0.011,strong_buy,2.704,NCM
SNPS,377.0,319.67999267578125,386.25,357.27467789188506,0.28461332143440005,1131900,793812.9032258064,386.7200012207031,312.25,9.698321899979238,22.57949846162229,14.15685341259656,94085,Technology,20300.0,Sunnyvale,650-584-5000,CA,United States,Software—Infrastructure,0.23111999,0.127,buy,12.982,NMS
SNTW,0.101000003516674,0.6899999976158142,0.101000003516674,0.26439032198921325,0.6738191871272228,0,1191.0645161290322,0.6899999976158142,0.0672999992966651,-87.22308667536066,-62.60863757076031,-71.03128261978604,V6X 3Z8,Consumer Cyclical,,Richmond,604 232 3968,BC,Canada,"Furnishings, Fixtures & Appliances",-0.75904,,none,0.001,OQB
SODI,10.100000381469728,9.010000228881836,10.100000381469728,10.036290430253551,0.22202440939320628,0,974.1935483870968,10.949999809265137,9.010000228881836,3.572730887446311,5.915598029303419,-2.507047019722309,33411,Technology,41.0,West Palm Beach,561 848 4311,FL,United States,Semiconductor Equipment & Materials,0.40655,0.389,none,2.018,PNK
SONN,63.36000061035156,204.16000366210935,63.36000061035156,161.8632252600885,-1.6721992332313167,691,2942.2096774193546,295.67999267578125,54.560001373291016,-51.427175656057415,-34.8838591948041,-43.30650424382984,08540,Healthcare,12.0,Princeton,609 375 2227,NJ,United States,Biotechnology,,,strong_buy,5.207,NCM
SONO,19.13999938964844,16.850000381469727,19.6200008392334,19.075967819459976,0.24146626264649124,1311600,1741951.6129032257,21.559999465942383,16.700000762939453,7.581783405472223,-17.701687816611354,-26.124332865637083,93103,Technology,1867.0,Santa Barbara,805 965 3001,CA,United States,Consumer Electronics,-0.01039,0.064,buy,2.286,NMS
SOTK,5.150000095367432,6.329999923706055,5.139999866485596,5.706612871539209,-0.3180655959847231,3600,4585.4838709677415,6.730000019073486,5.0,-16.46586289365766,-6.018940570753475,-14.441585619779204,12547,Technology,82.0,Milton,845 795 2020,NY,United States,Scientific & Technical Instruments,0.073520005,-0.085,buy,0.738,NCM
SPB,65.62000274658203,61.93999862670898,66.22000122070312,63.14919324075022,0.08331764736701591,618800,631506.4516129033,70.0,56.68999862670898,-4.870346621817832,18.76597850269696,10.343333453671232,53562,Consumer Defensive,3100.0,Middleton,608 275 3340,WI,United States,Household & Personal Products,0.03855,0.06,buy,10.945,NYQ
SPEV,0.4449999928474426,0.3700000047683716,0.3799999952316284,0.4043225823871551,0.40870756611796566,4600,1738.7096774193549,0.4799999892711639,0.1049999967217445,-13.94284106325604,-43.40520342243222,-51.82784847145796,97124,Consumer Cyclical,1.0,Hillsboro,503 892 7345,OR,United States,Specialty Retail,,-0.551,none,0.004,PNK
SPH,15.300000190734863,15.229999542236328,15.31999969482422,15.470645166212513,0.003368320516448272,102300,196745.16129032258,16.290000915527344,14.600000381469728,-4.038843449481948,-3.572845881341649,-11.995490930367378,07981-0206,Utilities,3240.0,Whippany,973 887 5300,NJ,United States,Utilities—Regulated Gas,0.07279,-0.086,hold,0.076,NYQ
SPHR,26.628175735473636,20.217090606689453,27.28406524658203,24.965134589902817,0.4842450808425748,528693,440878.06451612903,29.002309799194336,19.907621383666992,19.743632754679087,6.978078773536351,-1.444566275489377,10121,Communication Services,970.0,New York,725-258-0001,NY,United States,Entertainment,-0.19540001,1.118,buy,15.83,NYQ
SR,66.28201285842796,63.99882507324219,65.3135757446289,65.51649591999669,0.05946307001529004,461000,282556.4516129032,69.86799554138338,61.08597544741092,-2.2507943538120183,-7.860626792871356,-16.283271841897083,63101,Utilities,3589.0,Saint Louis,314 342 0500,MO,United States,Utilities—Regulated Gas,0.09415,-0.011,hold,0.128,NYQ
SRAX,0.5,1.590000033378601,0.5799999833106995,1.5090991902735926,-0.7395989375958755,21781,117510.1129032258,2.470000028610229,0.2000000029802322,-60.56656843028024,-75.44147389503067,-83.8641189440564,91361,Technology,122.0,Westlake Village,(323) 694-9800,CA,United States,Software—Application,-1.13565,-0.054,buy,0.272,OEM
SRCO,0.1500000059604644,0.1500000059604644,0.1500000059604644,0.18150467810130883,0.14083194766327314,31300,35057.93548387097,0.2280000001192093,0.135000005364418,0.6794190916800671,-20.25394123419864,-28.676586283224367,10017,Technology,4.0,New York,212 239 2666,NY,United States,Software—Application,,-0.333,none,0.004,PNK
SRDX,23.01000022888184,33.61000061035156,22.780000686645508,25.754516263161936,-0.4591288735203989,210200,187729.03225806452,39.16999816894531,16.0,-39.21753289592832,-3.1157732708980426,-11.538418319923773,55344-3523,Healthcare,,Eden Prairie,952 500 7000,MN,United States,Medical Devices,-0.09155,0.188,hold,2.827,NMS
SRGZ,0.0199999995529651,0.0209999997168779,0.0199999995529651,0.020531773957754292,0.1572485086925066,0,13186.09677419355,0.0240000002086162,0.0161300003528594,-10.597343929599358,-3.7678426449361777,-12.190487693961906,83814,Basic Materials,,Coeur d'Alene,208-664-5066,ID,United States,Other Precious Metals & Mining,,,none,,OQB
SSRT,2.0,2.0,2.0,2.0,0.0,0,20.0,2.0,2.0,,0.0,-8.422645049025729,76351,Financial Services,,Linkenheim-Hochstetten,725 210 5515,,Germany,Shell Companies,-0.42979,1.508,none,0.001,PNK
SSY,1.1299999952316284,0.6100000143051147,1.100000023841858,0.9772580679385893,1.0847886741022497,3300,45966.12903225807,1.4700000286102295,0.5699999928474426,48.83393904978872,-7.297608149028448,-15.720253198054175,30339,Healthcare,,Atlanta,770 933 7000,GA,United States,Pharmaceutical Retailers,-0.047069997,,none,1.018,ASE
STAL,0.0171399991959333,0.0379999987781047,0.0175000000745058,0.027086128901329685,0.008830568423329263,85000,920598.7096774194,0.0579999983310699,0.0121999997645616,-46.89419583441799,-54.755775947341775,-63.17842099636751,,Basic Materials,,Las Vegas,833 443 7827,NV,United States,Gold,,,none,,PNK
STCN,10.359999656677246,13.626667022705078,10.640000343322754,11.744946249069706,-0.3987045884356911,729,6386.935483870968,13.813332557678224,9.053333282470703,-15.755885161218457,-32.65715213529653,-41.07979718432226,10022,Industrials,1000.0,New York,914 461 1276,NY,United States,Integrated Freight & Logistics,0.52999,0.124,none,39.773,NCM
STE,187.49942464078495,182.5289459228516,188.6136779785156,190.29925512498426,0.05869434441584062,405400,543938.7096774194,218.25180744442056,170.7955781354197,-7.820529614650545,8.990552428248392,0.5679073792226639,44060,Healthcare,18000.0,Mentor,440 354 2600,OH,United States,Medical Devices,0.08164,0.073,buy,1.745,NYQ
STEP,22.33258905342032,23.47492218017578,23.034931182861328,25.82484543708063,-0.06325739581313533,412200,312464.51612903224,29.487368336927645,20.86146512728388,-7.724591947212909,-10.59759778961257,-19.020242838638296,92037,Financial Services,1050.0,La Jolla,858 558 9700,CA,United States,Asset Management,0.05193,0.419,buy,3.09,NMS
STRT,22.13999938964844,20.850000381469727,22.75,21.791774165245794,0.14901468138383872,7800,9738.709677419354,26.75,18.75,-8.870064660216153,-15.465325369810856,-23.887970418836584,53209,Consumer Cyclical,3365.0,Milwaukee,414 247 3333,WI,United States,Auto Parts,0.02928,0.027,none,8.624,NGM
STX,61.68307040738275,48.72224426269531,62.80389022827149,59.87755720077023,0.42643120300298065,2096800,2566406.4516129033,69.25168831102137,47.83945652917939,5.314190815236723,-1.540890183201118,-9.963535232226846,739009,Technology,30000.0,Singapore,65 6018 2562,,Singapore,Computer Hardware,0.11342,0.491,buy,5.862,NMS
STZ,221.87654128113937,221.70562744140625,220.8013153076172,217.23435580345893,0.0013305616657396232,1244400,1419280.6451612904,228.42689768809151,202.73010949006385,-2.039398343228546,10.498302051345467,2.0756570023197387,14564,Consumer Defensive,10600.0,Victor,585 678 7100,NY,United States,Beverages—Brewers,0.05687,0.029,buy,0.356,NYQ
SUND,0.4990000128746032,1.399999976158142,0.4990000128746032,0.825870962873582,-1.3834996964362303,0,2308.064516129032,1.399999976158142,0.4990000128746032,-62.28423040664847,-60.80555785471229,-69.22820290373802,84604,Financial Services,1.0,Provo,801 717 3935,UT,United States,Insurance—Diversified,,,none,0.01,OQB
SUWN,0.0082999998703598,0.0074999998323619,0.0082999998703598,0.008465806345245016,1.0281163673184353,0,14983.193548387097,0.0140000004321336,0.0049999998882412,23.89976119041709,-74.93732712953086,-83.35997217855659,273100,Consumer Defensive,242.0,Qufu,86 53 7442 4999,,China,Farm Products,-0.047659997,-0.268,none,0.014,OEM
SVBL,0.1400000005960464,0.1400000005960464,0.1400000005960464,0.1467741956153223,0.3124999336617786,8800,11111.290322580646,0.1599999964237213,0.1199999973177909,-3.122264864351213,-9.125204604536105,-17.547849653561833,V7Y 1K4,Basic Materials,3.0,Vancouver,604 687 5800,BC,Canada,Other Industrial Metals & Mining,,,none,0.006,OQB
SVMB,380.0,374.0,400.0,383.7741935483871,1.6374538028233236,4,3.596774193548387,460.0,200.0,5.117626889938385,3.9983830619744287,-4.4242619870513,310000,Technology,138.0,Fuyang,86 571 8719 7085,,China,Software—Application,,0.15,none,0.291,PNK
SWBI,11.850000381469728,8.920000076293945,12.3100004196167,10.69919353915799,0.48329349372289426,1999600,616406.4516129033,12.350000381469728,8.720000267028809,9.856641112336904,15.682802656429256,7.260157607403526,01104,Industrials,1501.0,Springfield,800 331 0852,MA,United States,Aerospace & Defense,0.06743,-0.227,buy,0.792,NMS
SWKS,111.91068858872696,86.45418548583984,113.33238983154295,106.09745997767294,0.4723653475970527,1331800,1867232.2580645161,118.16043161521532,86.38731513666542,12.207582076724323,-3.088268996433917,-11.510914045459646,92617,Technology,9750.0,Irvine,949 231 3000,CA,United States,Semiconductors,0.17848,-0.155,hold,7.945,NMS
SXI,121.7699966430664,102.19000244140624,122.44000244140624,113.8137097512522,0.29366544798212313,105000,65335.48387096774,122.45999908447266,100.12000274658205,8.925908634553315,22.744912632605644,14.322267583579915,03079,Industrials,3700.0,Salem,603 893 9701,NH,United States,Specialty Industrial Machinery,0.10258,0.266,buy,11.287,NYQ
SYM,22.43000030517578,12.039999961853027,22.84000015258789,16.717983907268895,1.148325042340838,352200,458285.48387096776,23.51000022888184,11.68000030517578,38.64972999473969,152.18213216182994,143.7594871128042,01887,Industrials,1300.0,Wilmington,978 284 2800,MA,United States,Specialty Industrial Machinery,-0.01026,0.577,buy,8.388,NGM
SYNA,110.0,92.58000183105467,111.1500015258789,115.26096823907667,0.3478683183501033,393200,470700.0,142.13999938964844,92.0999984741211,-2.137997736302074,-27.945532427164427,-36.36817747619016,95131,Technology,1716.0,San Jose,408 904 1100,CA,United States,Semiconductors,0.16143,0.084,buy,21.309,NMS
SYY,73.78794217122457,71.98081970214844,73.6258773803711,73.14897684897146,0.03867388391572228,2802100,2379719.35483871,78.53554845907568,68.65901728669056,-4.1676630666074015,-4.765909839677707,-13.188554888703436,77077-2099,Consumer Defensive,76000.0,Houston,281 584 1390,TX,United States,Food Distribution,0.024360001,0.044,buy,1.492,NYQ
TAYD,21.18000030517578,13.279999732971191,20.040000915527344,15.924354845477689,0.818148578797993,67000,15808.064516129032,21.799999237060547,13.279999732971191,16.188101688108684,36.02470957688732,27.60206452786159,14120,Industrials,128.0,North Tonawanda,716 694 0800,NY,United States,Specialty Industrial Machinery,0.21215001,0.171,none,8.674,NCM
TCCO,0.800000011920929,0.8299999833106995,0.800000011920929,0.7672580624780347,2.187806932730225,100,1108.0645161290322,1.059999942779541,0.4900000095367431,-9.19440373973119,27.504402646590396,19.081757597564664,01742-2892,Technology,19.0,Concord,978 287 5100,MA,United States,Communication Equipment,,-0.761,none,0.024,PNK
TCS,49.79999923706055,66.44999694824219,51.45000076293945,66.55645148984847,-0.42181001867097184,21620,23456.8064516129,87.0,48.0,-25.163466351782397,-33.63069152258925,-42.05333657161498,75019-3863,Consumer Cyclical,2000.0,Coppell,972 538 6000,TX,United States,Specialty Retail,-0.12339,-0.105,hold,9.751,NYQ
TDG,675.3222546825882,571.6788330078125,673.33984375,652.6729313019783,0.2817203869126067,290300,342961.29032258067,705.2779886329822,569.6781330686796,7.726097888465895,15.442683727526155,7.020038678500429,44115,Industrials,16600.0,Cleveland,216 706 2960,OH,United States,Aerospace & Defense,0.21587,0.18,buy,111.95,NYQ
TECH,72.47209734593007,81.90287780761719,73.7039794921875,76.52770245459772,-0.19817089727777812,596700,982908.0645161291,88.17485018507051,69.35266807195673,-9.937800489442289,1.8227850894241795,-6.599859959601549,55413,Healthcare,3100.0,Minneapolis,612 379 8854,MN,United States,Biotechnology,0.12864,0.045,buy,1.18,NMS
TEL,126.47281505439454,111.1737060546875,127.6996612548828,122.96379495436146,0.21538814126446168,1361900,1831901.6129032257,130.94374874724454,110.01018824623176,3.750144205927211,4.705151726145173,-3.7174933228805553,H91VN2T,Technology,85000.0,Ballybrit,353 91 378 040,,Ireland,Electronic Components,0.20151,0.008,buy,4.398,NYQ
TFSL,11.180573987055768,12.37476634979248,11.049346923828123,12.043971430870794,-0.17082432870385098,386300,301258.06451612903,12.992217914166693,10.340720024472272,-9.338331019442569,-7.115543099197163,-15.538188148222892,44105,Financial Services,,Cleveland,216 441 6000,OH,United States,Banks—Regional,0.26124,-0.011,hold,1.666,NMS
TGGI,0.0019000000320374,0.0010999999940395,0.0020999999251216,0.002015967742584953,1.9116589889863085,12754295,20111128.98387097,0.0028999999631196,0.0010000000474974,-5.521969225660244,-12.318487468832554,-20.741132517858283,518000,Financial Services,12.0,Shenzhen,86 138 2338 3535,,China,Shell Companies,,,none,,OEM
TGI,11.579999923706056,10.31999969482422,11.59000015258789,11.38612901010821,0.21458346466970588,840200,975312.9032258064,13.18000030517578,9.31999969482422,10.046243257412115,6.237890662568678,-2.1847543864570502,19087,Industrials,4530.0,Radnor,610 251 1000,PA,United States,Aerospace & Defense,0.42709,0.065,hold,1.973,NYQ
TGL,110.5999984741211,114.8000030517578,116.1999969482422,117.37193519838395,0.08839293871384692,270,2917.7096774193546,222.6000061035156,81.9000015258789,-21.551489094371355,-22.025554234218788,-30.44819928324452,10001,Technology,25.0,New York,601 2643 7688,NY,United States,Software—Application,-0.29849002,-0.981,none,0.094,NCM
THER,0.00179999996908,0.0028999999631196,0.0023000000510364,0.002595967750230221,-0.3808288044855093,1660544,1771137.2580645161,0.0149999996647238,0.0010999999940395,-32.674249461772206,-27.42693751883317,-35.8495825678589,80401,Healthcare,16.0,Golden,888 585 4923,CO,United States,Biotechnology,,0.518,none,,OEM
THO,76.45586381860561,72.92787170410156,76.97781372070312,85.25993211807743,0.10138912164092286,413000,720317.7419354839,101.83804468824854,72.06762301052594,-6.634937767911163,6.499403965688632,-1.9232410833370963,46514-3305,Consumer Cyclical,22300.0,Elkhart,574 970 7460,IN,United States,Recreational Vehicles,0.02642,-0.074,hold,9.471,NYQ
THR,24.8799991607666,19.989999771118164,24.920000076293945,24.407096770501905,0.37049782282708094,369200,201974.1935483871,27.850000381469727,19.68000030517578,17.478271706514125,3.0297940369537777,-5.392851012071951,78735,Industrials,1416.0,Austin,512 690 0600,TX,United States,Specialty Industrial Machinery,0.08894,-0.073,buy,1.098,NYQ
TIKK,2.25,2.200000047683716,2.25,2.252419344840511,0.08653274334608516,800,1025.8064516129032,2.5,1.899999976158142,-2.992054128737687,1.443313636862613,-6.979331412163115,07073,Industrials,38.0,East Rutherford,201 933 1600,NJ,United States,Aerospace & Defense,0.01011,-0.009,none,0.046,OQB
TKCM,7.550000190734863,7.550000190734863,7.550000190734863,7.550000190734863,0.0,0,0.0,7.550000190734863,7.550000190734863,0.0,-99.00662250217862,-107.42926755120436,34211,Consumer Defensive,2.0,Bradenton,631-397-1111,FL,United States,Packaged Foods,,,none,,PNK
TLRY,2.549999952316284,2.75,2.5299999713897705,2.8537096515778573,-0.07374030896334416,6631600,14523145.161290323,3.5899999141693115,2.2799999713897705,-15.61151397765282,-43.05070947069846,-51.47335451972418,N8H 5L4,Healthcare,2650.0,Leamington,844 845 7291,ON,Canada,Drug Manufacturers—Specialty & Generic,-0.26184,0.131,hold,0.31,NMS
TMGI,0.0065000001341104,0.0028999999631196,0.006000000052154,0.003759999988570525,4.28921236826473,41871,19979.25806451613,0.0093000000342726,0.0010000000474974,35.66392410412978,12.590349913118596,4.167704864092867,33702,Communication Services,,St. Petersburg,800 351 3021,FL,United States,Broadcasting,,,none,,PNK
TMRC,1.2100000381469729,1.309999942779541,1.2300000190734863,1.3293548341720336,-0.08871052655928563,9700,57119.354838709674,1.6299999952316284,1.0800000429153442,-12.331988367012023,-29.916624305164945,-38.33926935419068,79851,Basic Materials,2.0,Sierra Blanca,361 790 5831,TX,United States,Other Industrial Metals & Mining,,,none,0.008,OQB
TOL,57.85778643644212,49.55231475830078,59.0379524230957,56.702751774941724,0.26887862185627437,1032600,1502924.1935483871,61.57531114455274,48.85673773447053,6.008594156438573,29.958368709490635,21.535723660464907,19034,Consumer Cyclical,4800.0,Fort Washington,215 938 8000,PA,United States,Residential Construction,0.14633,0.015,buy,8.848,NYQ
TPCS,7.130000114440918,1.950000047683716,7.070000171661377,4.459838736441828,4.932559922358392,2300,49966.12903225807,8.079999923706055,1.830000042915344,229.0257145913252,79.7530333180137,71.33038826898797,01473,Industrials,162.0,Westminster,978-874-0591,MA,United States,Metal Fabrication,-0.22292,0.146,none,0.016,NCM
TPR,40.24578064471654,36.58354187011719,40.90041732788086,40.504712443197924,0.15992338565686434,2837100,3371324.193548387,44.73309581220949,36.11246872892487,-1.5372526846280292,0.565951146627017,-7.856693902398711,10001,Consumer Cyclical,12500.0,New York,(212) 946-8400,NY,United States,Luxury Goods,0.12116,-0.004,buy,31.348,NYQ
TRAK,6.389999866485596,5.079999923706055,6.28000020980835,5.958225834754206,0.36556953405788,18500,18956.451612903227,6.599999904632568,4.829999923706055,11.391038642556587,53.57202761447306,45.149382565447326,84107,Technology,73.0,Murray,435 645 2000,UT,United States,Software—Application,0.29131,0.079,buy,1.379,NYQ
TRCK,0.4199999868869781,0.3499999940395355,0.4199999868869781,0.458709676419535,0.8358972755150607,0,20890.322580645163,1.25,0.3400000035762787,-28.8250645594558,-28.42597904000203,-36.84862408902776,60563,Technology,162.0,Naperville,877 260 2010,IL,United States,Scientific & Technical Instruments,-0.11237001,0.056,none,0.162,OQB
TRNS,88.54000091552734,73.0,89.38999938964844,85.09854864305065,0.33395551047438243,52000,57987.096774193546,91.70999908447266,71.04000091552734,10.202006480404616,5.036141666240587,-3.3865033827851416,14624,Industrials,1104.0,Rochester,585 352 7777,NY,United States,Industrial Distribution,0.06626,0.08,buy,2.589,NGM
TRT,4.670000076293945,4.349999904632568,4.699999809265137,4.6617741969323925,0.09182701408289744,4300,6906.451612903225,5.25,4.28000020980835,-1.7146690814878445,5.008641952282778,-3.4140030967429507,91406,Technology,,Van Nuys,818 787 7000,CA,United States,Semiconductor Equipment & Materials,0.024820002,0.073,none,3.89,ASE
TRUG,10.619999885559082,10.619999885559082,10.619999885559082,10.397419314230643,0.0019366896068164477,0,546.7741935483871,10.649999618530272,10.15999984741211,1.5817340391268235,5.884662384500159,-2.537982664525569,84014,Communication Services,,Centerville,801-298-1997,UT,United States,Electronic Gaming & Multimedia,-0.40829,-0.266,none,0.499,NGM
TRXA,0.1299999952316284,0.1400000005960464,0.1299999952316284,0.13854838691411478,-0.11904768240289577,0,16.129032258064516,0.1400000005960464,0.1299999952316284,-2.7950325433723298,-6.26959584444635,-14.69224089347208,33324,Financial Services,4.0,Plantation,954 960 7100,FL,United States,Shell Companies,,,none,,PNK
TSBK,27.350000381469727,34.130001068115234,27.020000457763672,32.343709914915024,-0.3703815693713839,38900,19464.516129032258,35.5,26.76000022888184,-11.3903428973849,-22.775275438638424,-31.197920487664152,98550,Financial Services,,Hoquiam,360 533 4747,WA,United States,Banks—Regional,0.32747,-0.012,none,21.977,NGM
TSN,55.4777472771107,59.78393173217773,56.20734405517578,57.876317547213645,-0.12191275870018647,2782600,3199082.2580645164,62.782534634686,52.88152668488462,-9.96963780358013,-16.954411679276884,-25.37705672830261,72762-6999,Consumer Defensive,139000.0,Springdale,(479) 290-4000,AR,United States,Farm Products,-0.00013,0.016,hold,7.256,NYQ
